place_id,name,lat,lng,address,source,num_shops,total_reviews,score_avg_rating,score_review_density,score_variety,score_hours,shop_quality_score,density_score,rz_avg,residential_coverage,zone_breakdown,population_500m,population_score,top_shops
ChIJjVRG6GVNFmsR1sDCsXw-w3Q,Coles Canberra Civic,-35.2782068,149.1339409,"Bunda St, Canberra ACT 2601, Australia",google_places,60,15244,3.79,10.0,4.17,7.69,5.94,1.65,2.61,0.126,"{""DES"": 47045, ""CF"": 15314, ""PRZ1"": 34474, ""TSZ1"": 75941, ""CZ1"": 252627, ""RZ4"": 22632, ""CZ2"": 14667, ""CZ3"": 47293, ""RZ1"": 42706, ""PRZ2"": 33415, ""RZ5"": 15599, ""CZ5"": 33463, ""CZ6"": 4916}",1983,7.18,"[{""name"": ""Community Info Hub, Canberra"", ""rating"": 5, ""reviews"": 8}, {""name"": ""Rodger Bartholomew"", ""rating"": 4.8, ""reviews"": 85}, {""name"": ""Cue Canberra City"", ""rating"": 4.8, ""reviews"": 12}]"
ChIJJR1ty_9NFmsRLkO6neAbgfE,The Corner Market,-35.2788406,149.1257148,"Shop 1 & 3/113-119 Marcus Clarke St, Canberra ACT 2601, Australia",google_places,60,3359,4.42,6.81,5.83,0.0,4.51,0.0,0.0,0.0,"{""DES"": 296526, ""CF"": 13762, ""TSZ1"": 76055, ""CZ1"": 214331, ""PRZ1"": 14800, ""CZ2"": 17345, ""CZ5"": 7304}",2727,9.89,"[{""name"": ""Hobart Place Dental"", ""rating"": 5, ""reviews"": 16}, {""name"": ""AMC Architecture"", ""rating"": 5, ""reviews"": 5}, {""name"": ""CMS Insurance Services"", ""rating"": 5, ""reviews"": 5}]"
ChIJq_5mmOZNFmsR_FFQsHmgaf0,All In One Super Mart CANBERRA,-35.2781544,149.1285259,"3/53 Alinga St, Canberra ACT 2601, Australia",google_places,60,14056,4.29,10.0,10.0,1.66,6.9,0.12,2.195,0.011,"{""DES"": 188901, ""CF"": 4790, ""TSZ1"": 65887, ""CZ1"": 291966, ""PRZ1"": 11186, ""RZ1"": 4313, ""RZ4"": 2855, ""CZ2"": 59839, ""CZ3"": 10368}",3200,10.0,"[{""name"": ""WOTLINK"", ""rating"": 5, ""reviews"": 15}, {""name"": ""AMC Architecture"", ""rating"": 5, ""reviews"": 5}, {""name"": ""Private I Marketing"", ""rating"": 5, ""reviews"": 5}]"
ChIJjQrir8hNFmsRl4XvpOFcnhQ,Buddys Convenience store,-35.2800618,149.1311151,"unit 1/161 London Cct, Canberra ACT 2601, Australia",google_places,60,13054,4.07,10.0,3.33,4.76,5.14,0.0,0.0,0.0,"{""DES"": 253641, ""CF"": 2285, ""TSZ1"": 52601, ""CZ1"": 310157, ""PRZ1"": 12006, ""CZ2"": 894, ""CZ3"": 3507, ""CZ5"": 79, ""CZ6"": 4911}",1141,4.12,"[{""name"": ""contentgroup"", ""rating"": 5, ""reviews"": 5}, {""name"": ""All IT Solutions"", ""rating"": 4.9, ""reviews"": 13}, {""name"": ""Canberra Day Spa"", ""rating"": 4.8, ""reviews"": 407}]"
ChIJWTAYr6FNFmsRedp6VVXl8_s,21 Capital Mart,-35.2841219,149.1246403,"Tenancy 2/21-23 Marcus Clarke St, Canberra ACT 2601, Australia",google_places,60,10434,3.71,9.54,9.17,0.3,6.1,0.0,0.0,0.0,"{""DES"": 536150, ""CF"": 22038, ""TSZ1"": 28549, ""CZ1"": 45925, ""CZ5"": 7352}",1222,4.41,"[{""name"": ""Rafferty's Catering Albury Wodonga"", ""rating"": 5, ""reviews"": 10}, {""name"": ""IQ Capital Group - Canberra Office"", ""rating"": 5, ""reviews"": 7}, {""name"": ""Clayton Utz"", ""rating"": 5, ""reviews"": 5}]"
ChIJYwc6r_JSFmsRP0aApfqZbpA,Woolworths Dickson,-35.249974,149.1386251,"1 Dickson Pl, Dickson ACT 2602, Australia",google_places,60,12134,3.84,9.9,10.0,4.24,7.29,3.48,1.744,0.399,"{""DES"": 1289, ""CF"": 63186, ""PRZ1"": 36633, ""TSZ1"": 74744, ""RZ1"": 121639, ""CZ3"": 60431, ""RZ2"": 77769, ""CZ5"": 37172, ""RZ3"": 56116, ""CZ2"": 38716, ""CZ1"": 37333, ""CZ6"": 35321}",1780,6.44,"[{""name"": ""Pass Go Home Loans Pty Ltd"", ""rating"": 5, ""reviews"": 65}, {""name"": ""Bookssorted Group"", ""rating"": 5, ""reviews"": 42}, {""name"": ""Murray Fisher Chiropractor Pty Ltd"", ""rating"": 5, ""reviews"": 27}]"
ChIJsc9euohSFmsRVHJ1pIvs4Ag,IGA Ainslie Supermarket,-35.261979,149.144987,"9/11 Edgar St, Ainslie ACT 2602, Australia",google_places,60,4804,5.21,7.67,10.0,5.1,7.36,2.0,1.0,0.837,"{""RZ1"": 536057, ""CF"": 1184, ""PRZ1"": 50622, ""TSZ1"": 43532, ""CZ4"": 8859}",1209,4.37,"[{""name"": ""Aesthetics Wellness Canberra"", ""rating"": 5, ""reviews"": 80}, {""name"": ""Thorson Photography"", ""rating"": 5, ""reviews"": 54}, {""name"": ""Isha Bae - Art Therapy & Sound Healing"", ""rating"": 5, ""reviews"": 12}]"
ChIJRfbd0OZNFmsR_Oq9eSO37jk,Daily Market Groceries Canberra City,-35.2768193,149.1254796,"Shop 5/35 Childers St, Canberra ACT 2601, Australia",google_places,60,4492,4.8,7.51,10.0,0.54,6.31,0.43,3.801,0.023,"{""DES"": 227799, ""CF"": 17182, ""TSZ1"": 73140, ""CZ1"": 183709, ""PRZ1"": 32235, ""PRZ2"": 36071, ""RZ1"": 970, ""RZ4"": 13621, ""CZ2"": 55415}",2947,10.0,"[{""name"": ""Credit Star Co Home Loans - Harbir S Hundal"", ""rating"": 5, ""reviews"": 41}, {""name"": ""Cycle Jam"", ""rating"": 5, ""reviews"": 8}, {""name"": ""WSP"", ""rating"": 5, ""reviews"": 6}]"
ChIJVzmXO5xNFmsR7A9NtN-0qP8,IGA,-35.2895698,149.1539791,"SHOP 5/10 Blamey Pl, Campbell ACT 2612, Australia",google_places,60,2182,5.57,5.8,10.0,2.99,6.65,2.59,1.293,0.63,"{""DES"": 6781, ""RZ1"": 284945, ""CF"": 63268, ""PRZ1"": 116026, ""TSZ1"": 41776, ""RZ2"": 118136, ""CZ4"": 9119}",991,3.57,"[{""name"": ""Campbell Dental Practice"", ""rating"": 5, ""reviews"": 157}, {""name"": ""The Campbell Vet"", ""rating"": 5, ""reviews"": 34}, {""name"": ""Authentic Dentistry Dr Michael Back, Campbell ACT"", ""rating"": 5, ""reviews"": 17}]"
ChIJb29AXXlNFmsReuO3oq8-vb0,Akuna Mini Mart,-35.2818526,149.1327116,"10 Akuna St, Canberra ACT 2601, Australia",google_places,60,10485,4.24,9.54,3.33,1.51,4.44,0.02,4.0,0.001,"{""DES"": 284588, ""CF"": 1373, ""PRZ1"": 41587, ""TSZ1"": 45224, ""CZ1"": 205354, ""CZ5"": 11544, ""RZ4"": 664, ""CZ6"": 49714}",1447,5.23,"[{""name"": ""Dominion Finance"", ""rating"": 5, ""reviews"": 132}, {""name"": ""Harrington Hall Lawyers"", ""rating"": 5, ""reviews"": 54}, {""name"": ""Beyond Bank"", ""rating"": 5, ""reviews"": 7}]"
ChIJkzavU5lSFmsRoD0I5Wu7nUM,BRADDON SUPERMARKET,-35.2640346,149.1327682,"94 Lowanna St, Braddon ACT 2612, Australia",google_places,60,1486,4.41,4.9,7.5,3.09,5.33,7.22,3.61,0.516,"{""RZ3"": 134910, ""DES"": 58403, ""PRZ1"": 15625, ""TSZ2"": 4, ""TSZ1"": 64062, ""CZ5"": 166206, ""RZ4"": 189379, ""RZ5"": 6139, ""PRZ2"": 5494}",3411,10.0,"[{""name"": ""Green Rooms"", ""rating"": 5, ""reviews"": 15}, {""name"": ""The Common CBR"", ""rating"": 5, ""reviews"": 14}, {""name"": ""Indiginaus Print"", ""rating"": 5, ""reviews"": 5}]"
ChIJGU572aBSFmsR-640eVdD8nA,Supabarn O’Connor,-35.264095,149.1222495,"3 Sargood St, O'Connor ACT 2602, Australia",google_places,60,3816,4.36,7.12,10.0,2.86,6.59,3.26,1.631,0.529,"{""RZ3"": 16020, ""RZ1"": 190763, ""CF"": 72627, ""PRZ2"": 25362, ""PRZ1"": 132962, ""TSZ1"": 61029, ""RZ2"": 106891, ""CZ4"": 9688, ""RZ4"": 24907}",1408,5.09,"[{""name"": ""SPK Early Learning Centre"", ""rating"": 5, ""reviews"": 17}, {""name"": ""Embody Massage & Somatic Therapies"", ""rating"": 5, ""reviews"": 6}, {""name"": ""Paul Barnett Design Group"", ""rating"": 5, ""reviews"": 3}]"
ChIJBcovVRxNFmsRezV5r3Sw86s,Barton Grocer,-35.3061435,149.1358749,"48 Macquarie St, Barton ACT 2600, Australia",google_places,60,3730,4.56,7.07,8.33,0.0,5.47,0.75,2.762,0.055,"{""TSZ1"": 1394, ""RZ4"": 20511, ""DES"": 603588, ""RZ1"": 14421}",735,2.64,"[{""name"": ""Custodian Financial Group"", ""rating"": 5, ""reviews"": 7}, {""name"": ""Noetic Group"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Maddocks"", ""rating"": 5, ""reviews"": 3}]"
ChIJiyO5SexMFmsRXAQqht7cJXM,Coles Manuka,-35.3210247,149.1341946,"Franklin Street &, Flinders Way, Griffith ACT 2603, Australia",google_places,60,7246,4.58,8.65,10.0,4.54,7.28,3.78,1.889,0.419,"{""DES"": 50413, ""RZ1"": 181845, ""CF"": 34703, ""PRZ2"": 66479, ""PRZ1"": 58168, ""TSZ1"": 56704, ""CZ1"": 44837, ""CZ2"": 52647, ""RZ2"": 35360, ""RZ5"": 50689, ""CZ6"": 3338, ""CZ5"": 4485}",799,2.87,"[{""name"": ""Definitive Dental - Dentist Manuka"", ""rating"": 5, ""reviews"": 103}, {""name"": ""Aussie Home Loans Manuka"", ""rating"": 5, ""reviews"": 31}, {""name"": ""Symons Phillips"", ""rating"": 5, ""reviews"": 15}]"
ChIJH2uTPGZNFmsRfVosH_tO9Yg,Daily Market Groceries Kambri,-35.2774671,149.1202486,"Joplin Ln B156-B1 Kambri, The Australian National University, Acton ACT 2601, Australia",google_places,60,2963,4.41,6.52,10.0,4.59,6.82,0.0,0.0,0.0,"{""DES"": 598645, ""CF"": 9892, ""TSZ1"": 10159, ""CZ1"": 21430}",1233,4.45,"[{""name"": ""PARSA Cycles"", ""rating"": 5, ""reviews"": 7}, {""name"": ""Pauline Griffin Health and Wellbeing Centre"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Mui Wing Chun Wu Shu Academy"", ""rating"": 5, ""reviews"": 2}]"
ChIJjaE19fxMFmsRS9WidWkuXl0,Supabarn Kingston,-35.3164172,149.142356,"34/38 Eyre St, Kingston ACT 2604, Australia",google_places,60,5201,4.9,7.86,10.0,4.83,7.26,8.68,4.339,0.563,"{""DES"": 1202, ""CZ5"": 62171, ""CF"": 29039, ""PRZ1"": 48489, ""TSZ1"": 50789, ""CZ1"": 35712, ""CZ2"": 51939, ""RZ1"": 59571, ""RZ5"": 300925}",3938,10.0,"[{""name"": ""Precision Dental Care @ Kingston"", ""rating"": 5, ""reviews"": 67}, {""name"": ""Canberra Trauma Sensitive Yoga Therapy"", ""rating"": 5, ""reviews"": 27}, {""name"": ""Contours de Femme"", ""rating"": 5, ""reviews"": 6}]"
ChIJbf5I23CtF2sRqq3ZJYem2iA,Coles Belconnen,-35.237949,149.064837,"Benjamin Way, Belconnen ACT 2617, Australia",google_places,60,13662,3.83,10.0,10.0,10.0,8.46,0.25,3.336,0.015,"{""CF"": 7458, ""PRZ1"": 76050, ""TSZ2"": 3747, ""CZ1"": 129083, ""CZ2"": 201547, ""TSZ1"": 127659, ""RZ2"": 5326, ""CZ3"": 76842, ""CZ6"": 8664, ""RZ5"": 4275}",1438,5.2,"[{""name"": ""Elite Supps Belconnen"", ""rating"": 5, ""reviews"": 645}, {""name"": ""Michelle Driscoll Craniosacral and Massage Therapy"", ""rating"": 5, ""reviews"": 21}, {""name"": ""Amplifon Belconnen Retail"", ""rating"": 5, ""reviews"": 5}]"
ChIJ2xAuzr1SFmsRKjsJk7jphSc,Lyneham Supaexpress,-35.2520582,149.1248453,"1 Wattle Pl, Lyneham ACT 2602, Australia",google_places,60,3913,5.14,7.19,10.0,3.2,6.86,2.71,1.353,0.66,"{""CF"": 57556, ""PRZ1"": 86202, ""TSZ1"": 55225, ""CZ4"": 18668, ""RZ2"": 122634, ""RZ3"": 13309, ""RZ1"": 286738}",1345,4.86,"[{""name"": ""Inya Cosmetic Skin Clinic"", ""rating"": 5, ""reviews"": 158}, {""name"": ""Dental Embassy"", ""rating"": 5, ""reviews"": 105}, {""name"": ""Feel Better Pilates"", ""rating"": 5, ""reviews"": 14}]"
ChIJz0Tr0oKyF2sRO5rhv6dBlkY,Coles Jamison,-35.2528076,149.0713348,"Jamison Plaza, Bowman St, Macquarie ACT 2614, Australia",google_places,60,6262,4.29,8.3,10.0,7.08,7.65,3.16,2.0,0.316,"{""CF"": 103377, ""PRZ2"": 50753, ""PRZ1"": 51919, ""CZ2"": 46181, ""CZ1"": 37088, ""TSZ1"": 129047, ""RZ2"": 202621, ""CZ3"": 19445}",1186,4.28,"[{""name"": ""Phones 101 Fix Jamison Plaza Belconnen - Phone, Tablet & Tech Repair Experts"", ""rating"": 5, ""reviews"": 163}, {""name"": ""Jamison Plaza Travel Associates"", ""rating"": 5, ""reviews"": 48}, {""name"": ""Synergy Chiropractic Centre"", ""rating"": 5, ""reviews"": 6}]"
ChIJkT7aXuNNFmsRROnDtJCH-_Q,Costco Wholesale Canberra,-35.2972375,149.1905839,"39-41 Mustang Ave, MAJURA PARK ACT 2609, Australia",google_places,60,15389,4.13,10.0,10.0,9.86,8.5,0.0,0.0,0.0,"{""NUZ1"": 602029, ""IZ2"": 37952}",14,0.02,"[{""name"": ""Elite Supplements Majura"", ""rating"": 5, ""reviews"": 207}, {""name"": ""Indoor Playground Majura Park"", ""rating"": 5, ""reviews"": 2}, {""name"": ""Lollys R us"", ""rating"": 5, ""reviews"": 1}]"
ChIJyUNkZUJNFmsRNrosFDJBLkE,DEAKIN SUPAEXPRESS & LOCAL LIQUOR,-35.31507819999999,149.108165,"25-27 Hopetoun Cct, Deakin ACT 2600, Australia",google_places,60,3671,4.78,7.03,10.0,4.0,6.9,2.57,1.286,0.668,"{""DES"": 78848, ""RZ1"": 311332, ""CF"": 23765, ""PRZ1"": 31416, ""PRZ2"": 14852, ""TSZ1"": 25015, ""CZ5"": 12927, ""RZ4"": 2906, ""RZ2"": 113411, ""CZ6"": 14098, ""CZ4"": 11432}",1138,4.11,"[{""name"": ""Sissa Sorella"", ""rating"": 5, ""reviews"": 84}, {""name"": ""Back In Strength"", ""rating"": 5, ""reviews"": 48}, {""name"": ""Off The Pine Personal Training"", ""rating"": 5, ""reviews"": 18}]"
ChIJxRhXjONNFmsRwdgFvj1e6e8,Majura Park Shopping Centre,-35.2993485,149.1905601,"18/26 Spitfire Ave, Majura Park ACT 2609, Australia",google_places,60,11799,3.98,9.82,10.0,10.0,8.46,0.0,0.0,0.0,"{""NUZ1"": 637917, ""IZ2"": 2046}",14,0.02,"[{""name"": ""Elite Supplements Majura"", ""rating"": 5, ""reviews"": 207}, {""name"": ""Majura Park Childcare Centre"", ""rating"": 5, ""reviews"": 19}, {""name"": ""Indoor Playground Majura Park"", ""rating"": 5, ""reviews"": 2}]"
ChIJyWeJSry0F2sRxpujisQ7810,Woolworths Woden,-35.3457533,149.0847462,"1 Keltie St, Phillip ACT 2606, Australia",google_places,60,15029,4.15,10.0,10.0,7.01,7.94,2.86,2.991,0.191,"{""RZ2"": 76315, ""PRZ1"": 28956, ""TSZ1"": 96902, ""CF"": 24250, ""RZ5"": 29209, ""CZ2"": 185408, ""CZ3"": 22182, ""RZ4"": 16852, ""CZ1"": 159487}",1390,5.03,"[{""name"": ""Dental Excellence - Dentist in Woden, Canberra"", ""rating"": 5, ""reviews"": 70}, {""name"": ""WRIGHT WAY RUBBISH REMOVAL"", ""rating"": 5, ""reviews"": 40}, {""name"": ""Cosmetic Laser Clinic"", ""rating"": 5, ""reviews"": 9}]"
ChIJO4Ivf5tUFmsR9mKNI9UM1Pg,ALDI,-35.1848509,149.1331888,"Marketplace Gungahlin Shopping Center, 33 Hibberson St, Gungahlin ACT 2912, Australia",google_places,60,12116,3.37,9.88,10.0,8.22,7.96,0.59,3.0,0.039,"{""TSZ1"": 92583, ""PRZ1"": 32227, ""CZ2"": 61900, ""PRZ2"": 10726, ""CF"": 89375, ""CZ5"": 78421, ""CZ3"": 36961, ""CZ1"": 184375, ""NUZ3"": 29257, ""RZ3"": 25025}",2612,9.47,"[{""name"": ""Elite Supps Gungahlin"", ""rating"": 5, ""reviews"": 513}, {""name"": ""IMB Bank - Gungahlin Branch"", ""rating"": 5, ""reviews"": 7}, {""name"": ""Dr. Shilpa Kalburgi"", ""rating"": 5, ""reviews"": 2}]"
ChIJK47KoOZOFmsR2Cy0r9e7PHk,Coles Queanbeyan,-35.3516692,149.2355943,"Riverside Plaza, 131 Monaro St, Queanbeyan NSW 2620, Australia",google_places,60,8234,3.93,8.96,9.17,6.55,7.29,0.0,0.0,0.0,{},0,0.0,"[{""name"": ""TAB Queanbeyan"", ""rating"": 5, ""reviews"": 4}, {""name"": ""Queanbeyan Multilingual Centre"", ""rating"": 5, ""reviews"": 3}, {""name"": ""Your Place Housing Support Service"", ""rating"": 5, ""reviews"": 2}]"
ChIJbR26XZizF2sRX47zsFYlVvE,Woolworths Weston Creek,-35.3405945,149.0529396,"21 Mahony Ct, Weston ACT 2611, Australia",google_places,60,5066,5.06,7.8,10.0,4.99,7.32,2.91,1.948,0.299,"{""RZ1"": 9885, ""TSZ1"": 98949, ""CF"": 78283, ""TSZ2"": 1966, ""PRZ1"": 156541, ""RZ2"": 181391, ""CZ1"": 46593, ""CZ6"": 15494, ""CZ3"": 50644}",855,3.08,"[{""name"": ""rfg Dentistry"", ""rating"": 5, ""reviews"": 98}, {""name"": ""Weston Creek Physiotherapy"", ""rating"": 5, ""reviews"": 28}, {""name"": ""Audika Hearing Clinic Weston Creek"", ""rating"": 5, ""reviews"": 25}]"
ChIJi50tQ9WsF2sRNcITMpCS1QE,Coles Kaleen,-35.220295,149.1028981,"Plaza Shopping Centre, 1 Maribyrnong Ave, Kaleen ACT 2617, Australia",google_places,58,2349,4.82,6.06,10.0,7.98,7.51,4.03,2.013,0.584,"{""RZ1"": 66842, ""CF"": 43398, ""PRZ1"": 139932, ""TSZ1"": 41463, ""RZ2"": 279748, ""RZ4"": 10565, ""CZ1"": 34159, ""RZ5"": 16862, ""CZ5"": 7591}",1129,4.08,"[{""name"": ""Dance Northside"", ""rating"": 5, ""reviews"": 75}, {""name"": ""Kaleen Plaza Newsagecy"", ""rating"": 5, ""reviews"": 19}, {""name"": ""Montaigne's Removals"", ""rating"": 5, ""reviews"": 11}]"
ChIJN22YjVVLFmsRlOb1lti6d0E,Friendly Grocer,-35.3425262,149.1082786,"Garran Shopping Centre, Garran Pl, Garran ACT 2605, Australia",google_places,60,2552,5.55,6.18,10.0,2.87,6.7,3.57,1.785,0.754,"{""CF"": 43195, ""RZ1"": 224638, ""PRZ1"": 40858, ""RZ2"": 197369, ""TSZ1"": 56429, ""CZ4"": 14442, ""RZ4"": 60465, ""PRZ2"": 2121}",1433,5.18,"[{""name"": ""BEKA DRIVER TRAINING AND ASSESSMENT"", ""rating"": 5, ""reviews"": 208}, {""name"": ""Accelerate Physiotherapy Garran"", ""rating"": 5, ""reviews"": 72}, {""name"": ""Canberra Mixed Martial Arts"", ""rating"": 5, ""reviews"": 43}]"
ChIJv5KWNVRSFmsRCgT0TkXAPEY,IGA Hackett,-35.248198,149.162636,"1 Hackett Pl, Hackett ACT 2602, Australia",google_places,43,1084,5.99,4.95,5.0,7.3,5.7,2.58,1.291,0.795,"{""CF"": 42485, ""PRZ1"": 52378, ""TSZ1"": 27071, ""RZ1"": 360927, ""RZ2"": 148475, ""CZ4"": 9041}",1256,4.54,"[{""name"": ""North Canberra Osteopathy"", ""rating"": 5, ""reviews"": 133}, {""name"": ""Retire Advice"", ""rating"": 5, ""reviews"": 107}, {""name"": ""Blissd Massage & Wellness Studios"", ""rating"": 5, ""reviews"": 53}]"
ChIJzbXFbc-0F2sRP_fnXywM_qE,Woolworths Mawson,-35.3661449,149.0946696,"15 Mawson Pl, Mawson ACT 2607, Australia",google_places,60,4493,4.85,7.51,10.0,6.08,7.43,4.77,2.383,0.408,"{""PRZ1"": 144143, ""CF"": 9907, ""RZ2"": 93640, ""RZ1"": 84158, ""RZ4"": 65088, ""TSZ2"": 4499, ""CZ1"": 32807, ""TSZ1"": 119602, ""RZ5"": 17967, ""CZ3"": 26224, ""CZ2"": 41388}",980,3.53,"[{""name"": ""Mawson Dental Care"", ""rating"": 5, ""reviews"": 718}, {""name"": ""Sama Sweets"", ""rating"": 5, ""reviews"": 24}, {""name"": ""Southlands Travel & Cruise"", ""rating"": 5, ""reviews"": 11}]"
ChIJlwGpcEpTFmsRgNSJTx9aXnA,Supabarn Crace,-35.2020605,149.1075757,"56 Abena Ave, Crace ACT 2911, Australia",google_places,58,2443,5.91,6.15,10.0,6.3,7.47,2.43,1.215,0.763,"{""RZ1"": 454993, ""PRZ1"": 82065, ""RZ3"": 4308, ""RZ4"": 21143, ""TSZ1"": 52152, ""CF"": 5272, ""CZ5"": 8765, ""RZ5"": 8202, ""CZ4"": 3837}",2441,8.85,"[{""name"": ""Carl's Driver Training"", ""rating"": 5, ""reviews"": 178}, {""name"": ""Olia Photography"", ""rating"": 5, ""reviews"": 31}, {""name"": ""Pit Stop Mobile Tyre Services"", ""rating"": 5, ""reviews"": 12}]"
